,Promoter,Threshold,Activation,S5PInt,S2PInt,Contact,DistActivation
190,1,80,1,55.1896,0.5405405405405406,45.42999999999999,118.5258550239796
191,1,80,1,22.0213,1.0810810810810811,17.78,117.76744815714088
192,1,80,1,28.341,0.5405405405405406,22.490000000000002,141.22619300414007
193,1,80,1,24.7486,0.0,18.7,
194,1,80,1,10.7911,1.0810810810810811,8.28,140.24214695700158
195,1,80,1,31.3972,1.0810810810810811,24.04,126.66605625615051
196,1,80,1,18.5739,0.0,15.89,
197,1,80,1,15.1221,0.0,11.11,
198,1,80,1,8.9879,0.0,6.1,
199,1,80,1,29.899,0.5405405405405406,24.220000000000002,110.6488740874001
200,1,90,1,54.851,1.7297297297297298,46.3,120.51304956603215
201,1,90,1,41.4512,1.6216216216216217,37.989999999999995,122.69287428086875
202,1,90,1,1.9539,0.0,0.0,
203,1,90,1,7.0121,1.0810810810810811,5.4399999999999995,117.58770534139344
204,1,90,1,23.17,1.0810810810810811,17.53,126.86148005443427
205,1,90,1,8.9424,0.0,5.98,
206,1,90,1,19.849,1.5567567567567566,15.85,123.81301795955592
207,1,90,1,2.3233,0.0,0.0,
208,1,90,1,49.0387,1.0810810810810811,40.57,118.53801145285327
209,1,90,1,13.5326,0.5405405405405406,10.51,117.04719924583652
